date,supermarket,category,actual_prices,forecasted_prices,min_expected_price,max_expected_price
2024-04-12,Tesco,health_products,7.267290748898678,7.387787817520828,7.137621472271721,7.637954162769936
2024-04-13,Tesco,health_products,7.100413059609202,7.392024667175971,7.138491653682864,7.645557680669077
2024-03-25,Tesco,fresh_food,2.800851940913775,2.7957857069010665,2.7221123813832278,2.8694590324189053
2024-03-26,Tesco,fresh_food,2.729515599343186,2.816838020069214,2.736160129734083,2.897515910404345
2024-03-27,Tesco,fresh_food,2.7853907669938205,2.8200900580467287,2.738635973295145,2.9015441427983126
2024-03-28,Tesco,fresh_food,2.7967289402173914,2.825622038549448,2.7440596075627135,2.907184469536183
2024-03-29,Tesco,fresh_food,2.797147147147147,2.8281708931498017,2.74657415173683,2.9097676345627734
2024-03-30,Tesco,fresh_food,2.7855664335664336,2.8294620608284706,2.74784137189415,2.9110827497627914
2024-03-31,Tesco,fresh_food,2.805693813351975,2.826764182926184,2.7451208944174907,2.908407471434877
2024-04-01,Tesco,fresh_food,2.8205159538357094,2.8294439577128667,2.7475841350493164,2.911303780376417
2024-04-02,Tesco,fresh_food,2.817302341364099,2.8317852365048912,2.7498389926013393,2.913731480408443
2024-04-03,Tesco,fresh_food,2.7524530831099194,2.8332022610557566,2.7512161670374042,2.915188355074109
2024-04-04,Tesco,fresh_food,2.7777161716171617,2.8347379370327275,2.7527236316970205,2.9167522423684344
2024-04-05,Tesco,fresh_food,2.7995513459621137,2.836118672532051,2.7540788157764493,2.9181585292876524
2024-04-06,Tesco,fresh_food,2.8411544715447152,2.837434074258577,2.755369189044245,2.919498959472909
2024-04-07,Tesco,fresh_food,2.865707792207792,2.8385422231017436,2.7564523892391986,2.9206320569642887
2024-04-08,Tesco,fresh_food,2.8345735923608824,2.8399297728675488,2.7578090699495204,2.922050475785577
2024-04-09,Tesco,fresh_food,2.835319289005925,2.841299735712626,2.759151540575759,2.9234479308494934
2024-04-10,Tesco,fresh_food,2.81537176547658,2.8426216780604485,2.760447721340483,2.924795634780414
2024-04-11,Tesco,fresh_food,2.8181278688524594,2.843949785042082,2.7617506163354686,2.926148953748695
2024-04-12,Tesco,fresh_food,2.8178341625207297,2.8452698419481415,2.7630456032329644,2.9274940806633185
2024-04-13,Tesco,fresh_food,2.8034860828241683,2.846586504378206,2.7643372299415874,2.928835778814825
